text,label
Agradecemos por sua compra! Seu pedido #12345 foi processado e enviado. Você pode rastreá-lo clicando aqui.,improdutivo
Você tem um novo seguidor no LinkedIn! Conecte-se para expandir sua rede profissional.,improdutivo
"Lembrete: A fatura de serviços #54321 está pendente. Por favor, realize o pagamento para evitar a interrupção.",produtivo
"Precisamos de uma reunião para discutir os resultados da pesquisa. Por favor, me informe sua disponibilidade.",produtivo
"Em anexo, a lista de convidados para o evento. Por favor, nos confirme a presença dos convidados até o fim da semana.",produtivo
Apresentando uma nova abordagem para a gestão de projetos. Segue o link para o nosso e-book. Aproveite!,improdutivo
Gostaria de saber se o material de treinamento já foi enviado. Precisamos dele para começar a capacitação da equipe.,produtivo
"Olá. O relatório de vendas do mês passado já foi concluído. Favor, dar uma olhada e me enviar seu feedback. Obrigado.",produtivo
Precisamos de uma resposta urgente para o orçamento. O cliente está pressionando. Aguardo retorno.,produtivo
Feliz Dia do Beijo! Compartilhe essa mensagem com as pessoas que você mais gosta.,improdutivo
"Anexei o manual de instruções do novo software. Por favor, leia e me diga se tem alguma dúvida. Atenciosamente.",produtivo
"Por favor, me envie a sua disponibilidade para agendarmos uma entrevista. Agradecemos o seu interesse.",produtivo
Lembrete de segurança: sua senha precisa ser alterada a cada 90 dias. Clique aqui para mudar a sua senha agora.,improdutivo
"Anexei o documento com os requisitos do cliente. Por favor, revise-o e me envie a sua aprovação.",produtivo
Feliz Dia dos Pais! Que você tenha um dia maravilhoso e cheio de alegria.,improdutivo
"Em anexo, segue o feedback completo do cliente sobre o projeto. Por favor, leia e me diga como podemos melhorar. Obrigado.",produtivo
"Olá, Apenas para saber se você recebeu o meu e-mail anterior sobre o orçamento. Gostaria de um retorno.",produtivo
"Por favor, nos envie o relatório de desempenho o mais rápido possível. O prazo está se esgotando.",produtivo
Apenas um lembrete: o café da manhã especial será servido na copa do 3º andar. Aproveitem!,improdutivo
"Anexei o documento de estratégia de marketing. Por favor, revise e deixe seus comentários para a próxima reunião.",produtivo
"Olá, gostaria de saber se você está livre para um café amanhã para conversarmos sobre a sua carreira. Atenciosamente.",improdutivo
"Anexei o relatório de desempenho do setor. Precisamos discutir os resultados na próxima reunião. Por favor, leia com antecedência.",produtivo
Você ganhou um desconto especial! Clique aqui para resgatar o seu cupom. Aproveite!,improdutivo
Preciso de atualização do meu chamado #12345,produtivo
Promoção exclusiva para você! Compre já,improdutivo
"Olá time, A planilha com os resultados do Q4 foi atualizada. Por favor, analisem os dados e me enviem suas conclusões.",produtivo
"Prezados, Gostaria de saber se o acesso ao novo sistema já foi liberado. A minha equipe está aguardando para começar o treinamento.",produtivo
Para conhecimento: O processo seletivo para a nova vaga de gerente de marketing foi finalizado. O candidato selecionado será anunciado em breve.,improdutivo
Anexei a apresentação de vendas para a reunião de amanhã. Favor revisar o material e me dizer se há algum ajuste necessário. Atenciosamente.,produtivo
"Feliz Ano Novo chinês! Que este ano do Dragão traga prosperidade, saúde e sucesso a todos vocês.",improdutivo
Gostaria de saber se a cotação do fornecedor Y já foi aprovada. Precisamos dar andamento ao pedido o mais rápido possível.,produtivo
"Prezados, a pesquisa de clima organizacional foi estendida por mais uma semana. Participe para nos ajudar a construir um ambiente de trabalho melhor.",improdutivo
Apenas para informar que a solicitação de reembolso foi aprovada e o valor será depositado em sua conta em até 5 dias úteis.,produtivo
Feliz Dia das Mães para todas as mães da equipe! Que o dia de vocês seja repleto de amor e alegria.,improdutivo
"Anexei o relatório de despesas da viagem. Por favor, me avise se precisar de mais alguma informação para aprovação.",produtivo
"Olá, gostaria de saber se você pode me dar uma ajuda rápida com uma fórmula no Excel. Estou com um problema aqui.",produtivo
Feliz Dia dos Namorados! Comemore este dia com a pessoa que você ama e desfrute de cada momento.,improdutivo
"Precisamos de uma cotação para o novo projeto. Por favor, nos envie os preços dos materiais e prazos de entrega.",produtivo
Agradecemos por sua participação em nosso evento. Segue o certificado em anexo para comprovação.,improdutivo
"Prezado(a) [Nome], Em anexo, a ata da reunião de hoje com os próximos passos e responsáveis. Atenciosamente.",produtivo
Apenas para avisar que a equipe de TI estará fazendo manutenção nos servidores no próximo sábado. O sistema estará indisponível.,improdutivo
"Por favor, verifique se a solicitação de férias foi aprovada e me informe sobre o status. Obrigado.",produtivo
Feliz Dia dos Pais para todos os pais da equipe! Que o dia de vocês seja abençoado e cheio de alegria.,improdutivo
Gostaria de saber se o acesso ao sistema XYZ já foi liberado. O meu login não está funcionando. Aguardo retorno.,produtivo
"Em anexo, o novo manual de procedimentos. Por favor, leiam e me digam se têm alguma dúvida. Atenciosamente.",produtivo
Aviso: a impressora da sala de reuniões está com pouca tinta. Favor solicitar a reposição para a área responsável.,improdutivo
"Olá, preciso de um resumo do seu último e-mail. Não consegui entender muito bem. Poderia me enviar os pontos principais?",produtivo
"Olá, apenas para te enviar um vídeo que vi no Youtube e achei muito interessante. Assista quando tiver um tempo. Abraços.",improdutivo
"Prezados, a assembleia geral anual será realizada na próxima semana. A pauta está disponível na intranet.",improdutivo
"Por favor, confirme se o pagamento da fatura #12345 foi realizado. O fornecedor está cobrando novamente. Aguardo retorno.",produtivo
Você tem um novo contato no WhatsApp. Adicione essa pessoa para conversarem mais tarde.,improdutivo
"Segue o material de divulgação para a nova campanha de marketing. Por favor, revise-o e me envie sua aprovação.",produtivo
"Olá, tudo bem? Apenas para saber como você está e como está o trabalho.",improdutivo
"Anexei o relatório de produtividade do setor para o último mês. Por favor, leia e me dê seu feedback. Obrigado.",produtivo
Agradecemos o seu interesse em nossa empresa. Manteremos seu currículo em nosso banco de dados por 6 meses.,improdutivo
"Olá, preciso de ajuda com um problema técnico. Poderia me ajudar a resolver isso?",produtivo
Apenas para te lembrar que amanhã é feriado e não teremos expediente. Aproveite para descansar!,improdutivo
"Por favor, me envie uma cópia do contrato assinado. Preciso arquivar o documento.",produtivo
"Olá, Feliz Dia de Ação de Graças! Desejo a você e à sua família um dia abençoado.",improdutivo
"Olá, tudo bem? Só queria te dar um 'oi' e saber como você está. Faz tempo que a gente não se fala.",improdutivo
"Por favor, nos envie o relatório de despesas do último trimestre. O prazo está se esgotando.",produtivo
"Aviso: O elevador principal está em manutenção. Por favor, usem o elevador de serviço ou as escadas.",improdutivo
Anexei o link para a pesquisa de mercado. Agradeço se puderem responder até o final da semana.,improdutivo
"Olá, preciso de uma atualização sobre o status da sua tarefa. O prazo de entrega está se aproximando. Atenciosamente.",produtivo
"Em anexo, o relatório de vendas semanal. Por favor, verifique se há alguma inconsistência nos dados. Obrigado.",produtivo
Feliz Natal a todos! Que o espírito natalino traga paz e alegria aos seus corações.,improdutivo
Agradeço a sua atenção e colaboração no projeto. O resultado final foi excelente! Parabéns a todos!,produtivo
"Olá, a conta de luz da empresa está em atraso. Por favor, realize o pagamento o mais rápido possível para evitar o corte de energia.",produtivo
Convite: A festa de aniversário da Maria será na próxima sexta-feira. Contamos com a sua presença!,improdutivo
"Olá, preciso da sua ajuda para resolver um problema técnico no meu computador. Você poderia me ajudar?",produtivo
"Em anexo, o relatório de desempenho do setor. Precisamos discutir os resultados na próxima reunião. Por favor, leia com antecedência.",produtivo
"Olá, preciso de uma atualização sobre o status do pedido #12345. O cliente está aguardando. Por favor, me dê um retorno.",produtivo
"Aviso de segurança: O servidor passará por uma atualização de segurança. Pedimos que salvem seus trabalhos e fechem todos os aplicativos. Atenciosamente, TI",produtivo
"Olá, gostaria de agendar um café para conversarmos sobre um projeto. Poderia me dizer quando você está livre?",produtivo
"Anexei o cronograma do projeto de lançamento. Por favor, revise-o e me dê seu feedback até o final do dia. Obrigado.",produtivo
"Anexei o orçamento do projeto. Precisamos discutir o orçamento na próxima reunião. Por favor, analise-o com antecedência.",produtivo
Aviso de segurança: A sua senha do sistema está prestes a expirar. Clique no link para redefinir sua senha.,produtivo
"Olá, estou enviando este e-mail para confirmar a entrega do material no local do cliente. A transportadora já me enviou a confirmação.",produtivo
"Anexei a planilha com os dados do projeto. Por favor, revise os dados e me informe se há alguma inconsistência.",produtivo
"Olá, gostaria de saber se a sua solicitação de reembolso foi aprovada. Poderia me dar um retorno sobre o status?",produtivo
Aviso: O sistema de folha de pagamento estará fora do ar para manutenção. Voltará a operar normalmente às 20h.,improdutivo
"Olá, estamos com um problema de acesso ao sistema. O time de TI já foi acionado e está investigando. Em breve daremos um retorno.",improdutivo
"Olá, gostaria de saber o status da solicitação de reembolso. Agradeço se puder me dar um retorno.",produtivo
Aviso: a impressora do 3º andar está com problemas. Favor utilizar a do 2º andar por enquanto.,improdutivo
"Em anexo, a lista de tarefas para o projeto. Por favor, revise e nos dê um retorno se concorda. Atenciosamente.",produtivo
"Prezados, o formulário de feedback de desempenho deve ser preenchido até o final da semana. Obrigado pela colaboração.",improdutivo
"Olá, preciso de um resumo do que foi discutido na última reunião. Não pude participar.",produtivo
Convite para a palestra sobre 'Liderança e Produtividade'. Será na próxima semana no auditório. Participe!,improdutivo
Feliz Dia do Trabalho para todos! Que o nosso trabalho continue sendo valorizado e reconhecido.,improdutivo
"Anexei o relatório de vendas semanal. Por favor, verifique se há alguma inconsistência nos dados.",produtivo
"Olá, tudo bem? Apenas para saber se você pode me dar uma ajuda rápida com uma dúvida que tenho.",produtivo
Aviso: o sistema de ar condicionado estará em manutenção no próximo sábado. O prédio estará com a temperatura mais alta do que o normal.,improdutivo
Anexei a agenda da próxima semana para alinhamento. Favor verificar e me avisar se houver algum conflito. Atenciosamente.,produtivo
"Equipe, A apresentação final para o cliente será amanhã às 10h. Revisem o slide 15 com os dados de Q3 para garantir a precisão. Obrigado!",produtivo
O pedido #54321 foi despachado e a nota fiscal foi enviada para o seu e-mail. Agradecemos a sua preferência.,improdutivo
"Olá, por favor, me dê uma atualização sobre o status da sua solicitação. O cliente está pressionando.",produtivo
Apenas para informar que a nossa reunião de amanhã foi cancelada. A nova data será agendada em breve.,produtivo
Feliz Dia do Gato! Compartilhe essa mensagem com os seus amigos que amam gatos. Miau!,improdutivo
"Anexei o relatório de análise do mercado. Por favor, revise os dados e me informe se há alguma inconsistência. Atenciosamente.",produtivo
Gostaria de saber se o acesso à pasta compartilhada já foi liberado. A equipe está aguardando para começar o trabalho.,produtivo
"Olá, encontrei esse artigo interessante sobre as últimas tendências do mercado. Achei que seria útil para a nossa equipe. Dêem uma lida.",improdutivo
Aviso: a nossa rede de internet estará fora do ar para manutenção. O retorno está previsto para as 18h.,improdutivo
"Olá, a nova versão do software já está disponível. Por favor, atualizem e testem. Atenciosamente, TI",improdutivo
"Em anexo, segue o feedback do cliente sobre o projeto. Por favor, leia e me diga como podemos melhorar. Obrigado.",produtivo
"Olá, apenas para te dar um oi e saber como você está. Faz tempo que a gente não se fala.",improdutivo
"Precisamos de uma reunião para discutir a nova estratégia de vendas. Por favor, me informe sua disponibilidade. Atenciosamente.",produtivo
Feliz Dia do Abraço! Não se esqueçam de dar um abraço nos seus colegas hoje.,improdutivo
"Olá, gostaria de saber se você está livre para um café amanhã para conversarmos sobre o seu projeto. Atenciosamente.",improdutivo
"Prezados, gostaria de saber o status da solicitação #45678 enviada na semana passada.",produtivo
"Bom dia, segue em anexo o relatório financeiro solicitado na última reunião.",produtivo
"Olá, estou com dificuldades para acessar o sistema. Poderiam verificar?",produtivo
Favor confirmar o recebimento do contrato atualizado enviado ontem.,produtivo
Solicito a atualização dos dados cadastrais da empresa conforme documento anexo.,produtivo
Estamos com um problema técnico no módulo de faturamento. Precisamos de suporte urgente.,produtivo
Gostaria de agendar uma reunião para discutir o andamento do projeto X.,produtivo
"Por gentileza, enviar a nota fiscal referente ao serviço prestado em agosto.",produtivo
Encaminho os documentos solicitados para análise e aprovação.,produtivo
Preciso de esclarecimentos sobre a cláusula 5 do contrato enviado.,produtivo
Feliz aniversário! Que seu dia seja repleto de alegrias.,improdutivo
Parabéns pelo excelente trabalho realizado no último trimestre!,improdutivo
"Bom dia, apenas passando para desejar uma ótima semana a todos.",improdutivo
Feliz Natal e um próspero Ano Novo para toda a equipe!,improdutivo
Agradecemos pela parceria ao longo deste ano.,improdutivo
Foi um prazer participar do evento com vocês ontem.,improdutivo
Obrigado pelo envio dos documentos. Tudo certo por aqui.,improdutivo
Gostaria de compartilhar um artigo interessante sobre inovação.,improdutivo
Estamos muito felizes com os resultados alcançados até agora.,improdutivo
Parabéns pela conquista do prêmio de excelência!,improdutivo
"Prezados, poderiam informar se o pedido #9823 já foi faturado?",produtivo
Encaminho os comprovantes de pagamento referentes ao mês de julho.,produtivo
Solicito a liberação de acesso ao sistema para o novo colaborador.,produtivo
Favor revisar os valores da proposta enviada ontem.,produtivo
Estamos com dificuldades na integração da API. Podem verificar?,produtivo
Gostaria de confirmar a agenda da reunião de amanhã às 14h.,produtivo
"Por gentileza, enviar o contrato assinado até o final do dia.",produtivo
Encaminho a planilha atualizada com os dados solicitados.,produtivo
Solicito apoio técnico para resolver o erro 503 no servidor.,produtivo
Favor atualizar o status do chamado #11245.,produtivo
Estamos aguardando o retorno sobre a proposta comercial enviada.,produtivo
Encaminho os documentos para análise jurídica.,produtivo
Gostaria de saber se há previsão para entrega dos equipamentos.,produtivo
Solicito a inclusão do novo cliente na base de dados.,produtivo
Favor reenviar a nota fiscal do serviço prestado em junho.,produtivo
Estamos com dúvidas sobre o processo de homologação. Podem ajudar?,produtivo
Encaminho o relatório de desempenho para validação.,produtivo
Solicito confirmação de recebimento dos arquivos enviados.,produtivo
Favor verificar a pendência no sistema de pagamentos.,produtivo
Gostaria de agendar uma visita técnica para a próxima semana.,produtivo
Encaminho os dados para cadastro do fornecedor.,produtivo
Estamos com inconsistência nos valores da fatura. Podem revisar?,produtivo
Solicito a criação de um novo usuário no sistema ERP.,produtivo
Favor confirmar se o treinamento ocorrerá conforme previsto.,produtivo
Encaminho o cronograma atualizado do projeto.,produtivo
Gostaria de saber se há previsão de retorno sobre o orçamento.,produtivo
Solicito a substituição do equipamento defeituoso.,produtivo
Encaminho os dados para emissão do boleto bancário.,produtivo
Favor verificar o erro apresentado na tela de login.,produtivo
Estamos aguardando a liberação do pedido #7745.,produtivo
Encaminho os documentos para abertura de conta jurídica.,produtivo
Solicito a atualização do endereço de entrega.,produtivo
Favor revisar o contrato e retornar com observações.,produtivo
Encaminho os dados para emissão da certidão negativa.,produtivo
Gostaria de confirmar se o pagamento foi processado.,produtivo
Solicito a reemissão do boleto vencido.,produtivo
Encaminho os dados para cadastro de novo produto.,produtivo
Favor verificar o erro no módulo de estoque.,produtivo
Estamos com dúvidas sobre o processo de devolução.,produtivo
Solicito a inclusão de cláusula adicional no contrato.,produtivo
Encaminho os documentos para renovação do convênio.,produtivo
Favor confirmar a disponibilidade da sala de reunião.,produtivo
Gostaria de saber se o sistema já foi atualizado.,produtivo
Solicito a troca do responsável técnico no projeto.,produtivo
Encaminho os dados para emissão de nota de crédito.,produtivo
Favor revisar os dados cadastrais do cliente X.,produtivo
Estamos com dificuldades na emissão de etiquetas.,produtivo
Solicito a liberação de verba para o evento.,produtivo
Encaminho os dados para análise contábil.,produtivo
Favor verificar o erro na conciliação bancária.,produtivo
"Bom dia, passando para desejar uma excelente semana a todos!",improdutivo
"Parabéns pelo aniversário, muitas felicidades!",improdutivo
Feliz Natal e um próspero Ano Novo!,improdutivo
Foi um prazer participar do evento com vocês.,improdutivo
"Obrigado pelo envio, tudo certo por aqui.",improdutivo
Parabéns pela conquista do prêmio de inovação!,improdutivo
Gostaria de compartilhar um artigo interessante sobre liderança.,improdutivo
Estamos muito felizes com os resultados alcançados.,improdutivo
Bom trabalho a todos os envolvidos no projeto!,improdutivo
Obrigado pela atenção durante a visita.,improdutivo
"Parabéns pela nova sede, ficou excelente!",improdutivo
Foi ótimo conhecer a equipe de vocês.,improdutivo
Estamos muito satisfeitos com o atendimento.,improdutivo
Obrigado pela recepção calorosa ontem.,improdutivo
Parabéns pelo excelente desempenho no trimestre!,improdutivo
Ficamos felizes com a participação de vocês no evento.,improdutivo
Obrigado por compartilhar o vídeo da palestra.,improdutivo
Gostamos muito da apresentação realizada ontem.,improdutivo
Parabéns pela certificação ISO conquistada!,improdutivo
Obrigado pela lembrança enviada à nossa equipe.,improdutivo
Parabéns pela nova parceria anunciada!,improdutivo
Ficamos muito contentes com o convite recebido.,improdutivo
Obrigado por nos incluir na comemoração.,improdutivo
Parabéns pela expansão da empresa!,improdutivo
Foi ótimo reencontrar vocês no congresso.,improdutivo
Obrigado pela gentileza no atendimento.,improdutivo
Parabéns pelo lançamento do novo produto!,improdutivo
Ficamos felizes com o reconhecimento recebido.,improdutivo
Obrigado pela visita ao nosso escritório.,improdutivo
Parabéns pela palestra inspiradora!,improdutivo
Foi excelente participar do workshop com vocês.,improdutivo
Obrigado pelo envio do brinde promocional.,improdutivo
Parabéns pela campanha de marketing!,improdutivo
Ficamos honrados com o convite para o evento.,improdutivo
Obrigado pela colaboração no projeto social.,improdutivo
Parabéns pela matéria publicada na revista!,improdutivo
Foi muito bom compartilhar ideias com vocês.,improdutivo
Obrigado pela indicação do fornecedor.,improdutivo
Parabéns pela conquista do selo de qualidade!,improdutivo
Ficamos felizes com o feedback positivo.,improdutivo
Obrigado pela participação na reunião de ontem.,improdutivo
Parabéns pela nova unidade inaugurada!,improdutivo
Foi ótimo trocar experiências com vocês.,improdutivo
Obrigado pela sugestão de leitura.,improdutivo
Parabéns pela trajetória profissional!,improdutivo
Ficamos muito gratos pela lembrança.,improdutivo
Obrigado pela mensagem de apoio.,improdutivo
"Prezados, gostaria de confirmar se o envio dos documentos para análise foi realizado conforme combinado.",produtivo
Encaminho em anexo o relatório técnico solicitado na última reunião para que possam validar os dados.,produtivo
Solicito a gentileza de verificar o erro que está ocorrendo na tela de login do sistema ERP.,produtivo
Favor informar se há previsão para liberação do pagamento referente à nota fiscal nº 2345.,produtivo
Estamos com dificuldades na integração da API de faturamento e precisamos de suporte urgente.,produtivo
Encaminho os dados atualizados do cliente para que seja feito o recadastramento no sistema.,produtivo
Gostaria de agendar uma reunião com o setor jurídico para discutir os termos do novo contrato.,produtivo
"Solicito a reemissão do boleto vencido, pois o sistema não está permitindo o pagamento.",produtivo
Favor confirmar o recebimento dos arquivos enviados ontem às 17h via e-mail.,produtivo
Encaminho os comprovantes de pagamento referentes ao mês de agosto para conferência.,produtivo
Estamos com uma pendência no sistema de estoque que está impedindo a finalização dos pedidos.,produtivo
Solicito a inclusão do novo colaborador na lista de acesso ao sistema interno.,produtivo
Gostaria de saber se o treinamento previsto para sexta-feira será mantido ou reagendado.,produtivo
Encaminho os documentos necessários para abertura de conta jurídica conforme solicitado.,produtivo
Favor revisar os valores da proposta comercial enviada na semana passada.,produtivo
Estamos aguardando o retorno sobre a solicitação de suporte técnico enviada ontem.,produtivo
Solicito a liberação do pedido #45678 que está retido no sistema por inconsistência de dados.,produtivo
Encaminho a planilha com os dados atualizados para emissão da nota fiscal.,produtivo
Gostaria de confirmar se o contrato foi assinado e enviado para o setor responsável.,produtivo
Favor verificar o erro apresentado na tela de cadastro de fornecedores.,produtivo
"Bom dia, apenas passando para desejar uma excelente semana a todos!",improdutivo
"Parabéns pelo aniversário, muitas felicidades e sucesso!",improdutivo
"Agradecemos pela parceria ao longo deste ano, foi um prazer trabalhar com vocês.",improdutivo
"Foi ótimo participar do evento com vocês, aprendemos bastante.",improdutivo
"Obrigado pelo envio, tudo certo por aqui. Tenham um ótimo dia!",improdutivo
"Parabéns pela conquista do prêmio de inovação, vocês merecem!",improdutivo
Gostaria de compartilhar um artigo interessante sobre liderança que encontrei ontem.,improdutivo
"Estamos muito felizes com os resultados alcançados até agora, parabéns a todos!",improdutivo
"Bom trabalho a todos os envolvidos no projeto, ficou excelente!",improdutivo
"Obrigado pela atenção durante a visita, foi muito agradável.",improdutivo
"Parabéns pela nova sede, ficou linda!",improdutivo
"Foi ótimo conhecer a equipe de vocês, todos muito receptivos.",improdutivo
"Estamos muito satisfeitos com o atendimento recebido, obrigado!",improdutivo
"Obrigado pela recepção calorosa ontem, nos sentimos em casa.",improdutivo
"Obrigado por compartilhar o vídeo da palestra, foi inspirador.",improdutivo
"Gostamos muito da apresentação realizada ontem, parabéns!",improdutivo
Foi um prazer colaborar com vocês neste projeto.,improdutivo
"Prezados, solicito a atualização do status da requisição #9823 enviada no dia 14/08.",produtivo
Encaminho em anexo os documentos solicitados para análise e aprovação.,produtivo
Favor revisar os valores da proposta comercial enviada ontem às 17h.,produtivo
Estamos com dificuldades na integração da API de pagamentos e precisamos de suporte técnico.,produtivo
Gostaria de confirmar se o treinamento previsto para sexta-feira será mantido.,produtivo
Solicito a liberação de acesso ao sistema para o novo colaborador da área de vendas.,produtivo
Encaminho os dados atualizados para emissão da nota fiscal referente ao serviço prestado.,produtivo
Favor verificar o erro apresentado na tela de login do sistema ERP.,produtivo
Estamos aguardando retorno sobre a solicitação de suporte enviada na semana passada.,produtivo
Solicito a inclusão do cliente XPTO na base de dados conforme planilha anexa.,produtivo
"Bom dia, passando apenas para desejar uma excelente semana a todos!",improdutivo
"Precisamos revisar o relatório financeiro até amanhã, prioridade máxima.",produtivo
Agendei reunião com o cliente para resolver pendências importantes.,produtivo
"Segue o documento que você pediu para aprovação. Por favor, revise.",produtivo
Atualizei a planilha de vendas com os números de hoje.,produtivo
A entrega do projeto está prevista para sexta-feira. Confira os detalhes no anexo.,produtivo
"Por favor, confirme se recebeu o orçamento enviado.",produtivo
Precisamos finalizar a proposta antes do fim do dia.,produtivo
Reunião de alinhamento marcada para quarta-feira às 14h.,produtivo
Confira os ajustes no contrato e me envie seu feedback.,produtivo
Solicito que revise os documentos anexos e devolva com comentários.,produtivo
Não se esqueça de atualizar os status das tarefas no Trello.,produtivo
Enviarei a versão final do relatório até às 17h.,produtivo
"Por favor, encaminhe os dados do cliente até amanhã.",produtivo
Atualize a apresentação com as informações mais recentes.,produtivo
Agendei call com a equipe de marketing para discutir a campanha.,produtivo
"Segue checklist de pendências do projeto, por favor revise.",produtivo
É urgente responder ao e-mail do fornecedor ainda hoje.,produtivo
Revisar os KPIs mensais e enviar relatório consolidado.,produtivo
Confirme presença na reunião de estratégia da próxima segunda.,produtivo
Finalize os ajustes do orçamento e envie para aprovação.,produtivo
"Bom dia, espero que você esteja bem.",improdutivo
Obrigado pelo envio.,improdutivo
"Só passando para dizer oi, tudo bem?",improdutivo
Achei interessante aquele post no LinkedIn.,improdutivo
Vamos marcar algo qualquer dia desses.,improdutivo
"Recebi seu email, obrigado.",improdutivo
"Legal, gostei da notícia.",improdutivo
Parabéns pelo resultado!,improdutivo
"Vi o documento, parece bom.",improdutivo
"Tudo certo por aqui, obrigado.",improdutivo
Como você está?,improdutivo
Bom final de semana!,improdutivo
Espero que esteja aproveitando o feriado.,improdutivo
Que bom que deu certo.,improdutivo
"Recebi, valeu!",improdutivo
Vamos conversar outro dia sobre isso.,improdutivo
"Ok, entendido.",improdutivo
Passando para avisar que estou ocupado.,improdutivo
"Obrigado, vou ver isso depois.",improdutivo
"Legal, qualquer novidade me avise.",improdutivo
Vou olhar isso mais tarde.,improdutivo
"Sem problemas, obrigado.",improdutivo
"Beleza, combinado.",improdutivo
"Oi, só queria saber como você está.",improdutivo
"Bom dia, tudo bem?",improdutivo
Recebi seu recado.,improdutivo
Valeu pelo retorno.,improdutivo
"Ótimo, gostei da ideia.",improdutivo
Espero que tudo esteja bem.,improdutivo
"Confirmado, obrigado.",improdutivo
"Por favor, revise o relatório de despesas e me envie suas observações.",produtivo
Atualize os contatos do cliente no CRM antes do fim do dia.,produtivo
Solicito que envie a versão final do contrato até amanhã.,produtivo
Agendei uma reunião para discutir o plano de ação.,produtivo
Precisamos aprovar o orçamento ainda hoje.,produtivo
Confira os resultados da pesquisa de satisfação e envie comentários.,produtivo
Finalize o documento e envie para assinatura.,produtivo
Envie a lista de materiais necessários para a próxima reunião.,produtivo
Atualize o cronograma do projeto com as novas datas.,produtivo
"Por favor, envie o resumo das atividades concluídas.",produtivo
Verifique os KPIs do último mês e me envie o relatório.,produtivo
Agende call com o fornecedor para resolver pendências.,produtivo
Finalize a apresentação e compartilhe com a equipe.,produtivo
Revise os detalhes do orçamento antes de enviar para aprovação.,produtivo
Envie a documentação solicitada pelo cliente ainda hoje.,produtivo
Prepare o plano de ação para a reunião de segunda-feira.,produtivo
Atualize os dados da planilha de vendas e envie até o final do dia.,produtivo
Confirme presença na reunião de alinhamento com o cliente.,produtivo
Encaminhe os relatórios para todos os responsáveis.,produtivo
"Por favor, envie feedback sobre a proposta até amanhã.",produtivo
Organize os arquivos do projeto e envie o link compartilhado.,produtivo
Verifique se todos os itens da lista foram concluídos.,produtivo
Finalize a revisão do contrato e envie para assinatura.,produtivo
Agende a reunião com a equipe de marketing para discutir a campanha.,produtivo
Envie a planilha atualizada com os resultados da última semana.,produtivo
Revise os indicadores de performance e envie comentários.,produtivo
Confirme os detalhes do evento e envie a agenda final.,produtivo
Finalize os ajustes no relatório e envie para aprovação.,produtivo
Agende call de alinhamento com a equipe de desenvolvimento.,produtivo
Envie o material de apresentação para todos os participantes.,produtivo
Verifique os status das tarefas e atualize no sistema.,produtivo
Prepare o relatório financeiro mensal e compartilhe com a diretoria.,produtivo
Finalize o checklist do projeto e envie para revisão.,produtivo
Encaminhe os documentos pendentes para assinatura do cliente.,produtivo
Atualize a apresentação com os números mais recentes.,produtivo
Revise o orçamento e envie para aprovação do gestor.,produtivo
Agende reunião de revisão com a equipe de suporte.,produtivo
Envie o resumo das atividades realizadas na semana passada.,produtivo
Verifique o andamento das tarefas e reporte possíveis atrasos.,produtivo
Finalize a análise de risco e envie para revisão.,produtivo
Confirme se todos os documentos foram recebidos pelo cliente.,produtivo
Envie a versão final do relatório para a equipe.,produtivo
Revise os ajustes no projeto e envie comentários.,produtivo
Agende call com o cliente para validar o plano de ação.,produtivo
Atualize o relatório de despesas e compartilhe com o financeiro.,produtivo
Finalize os preparativos para a apresentação da próxima semana.,produtivo
Verifique os dados do sistema e envie relatório de inconsistências.,produtivo
Confirme os detalhes da entrega com a equipe de logística.,produtivo
Envie a pauta da reunião para todos os participantes.,produtivo
Finalize o planejamento das atividades e compartilhe com a equipe.,produtivo
Agende revisão do projeto com o gerente responsável.,produtivo
Revise os indicadores de vendas e envie relatório consolidado.,produtivo
Atualize o documento com as alterações sugeridas.,produtivo
Envie os documentos para auditoria antes do prazo final.,produtivo
Finalize a proposta comercial e encaminhe ao cliente.,produtivo
Verifique o andamento dos projetos e envie resumo para a diretoria.,produtivo
Confirme presença dos participantes na reunião de feedback.,produtivo
Agende a reunião de alinhamento com todos os stakeholders.,produtivo
Envie relatório de desempenho semanal para a equipe.,produtivo
Revise as metas trimestrais e envie feedback.,produtivo
Atualize a planilha com os dados de produção.,produtivo
Finalize os relatórios de atividades e compartilhe com o gestor.,produtivo
Verifique pendências do projeto e envie resumo atualizado.,produtivo
Envie os arquivos finais para o cliente ainda hoje.,produtivo
Agende reunião de acompanhamento com a equipe de desenvolvimento.,produtivo
Revise os contratos pendentes e envie para aprovação.,produtivo
Atualize a apresentação de resultados antes da reunião.,produtivo
Finalize o planejamento financeiro do próximo trimestre.,produtivo
Envie a pauta de discussão da reunião de hoje.,produtivo
Confirme se todos os relatórios foram entregues corretamente.,produtivo
Revise os indicadores de performance do mês e envie resumo.,produtivo
Agende call para alinhar as prioridades do projeto.,produtivo
Finalize a atualização do sistema e informe a equipe.,produtivo
Envie os resultados da pesquisa de satisfação para o gestor.,produtivo
Atualize os dados do projeto e compartilhe com todos os envolvidos.,produtivo
Confirme aprovação dos documentos enviados ao cliente.,produtivo
Finalize o plano de ação da próxima semana e envie à equipe.,produtivo
Revise as pendências do relatório financeiro e envie comentários.,produtivo
Agende a reunião de apresentação de resultados.,produtivo
Envie a versão final do contrato para assinatura.,produtivo
